"id","fid","mid","weight","weightf","weightm","sex","age","agem","agef"
"gr6c5","t1yui","ov2pt",49.9000015258789,57.7000007629395,42.4000015258789,2,18,56,64
"jxqn1","uno3g","wf34d",16,54,47,1,7,26,30.5
"f6n6i",NA,"h96ai",73.4000015258789,NA,NA,1,32,NA,NA
"kv29c","aku6h","swta7",52,47,39,1,23.7999992370605,47,50
"i0xak","ywkqd","nzp0i",55.5999984741211,56.2999992370605,44,1,27,52,55
"itgf7",NA,"h96ai",54,NA,NA,1,34,NA,NA
"zr01i","qmk6b","t7kvf",20,56.7000007629395,41,1,9,26.0300006866455,38
"alfi4","pg81n","huukx",18.8999996185303,52,49,1,10.5,48,55
"mt2s7",NA,NA,53.7999992370605,NA,NA,1,85,NA,NA
"w6cqx","po2le","ocn8u",36,56,36,2,16.75,43,56
"ivo99",NA,"wdrq9",NA,NA,NA,1,18,37.5,NA
"tp20g",NA,"xbduo",53,NA,NA,2,28,53,NA
"h3x79","hubwk","ptufm",16,56.7000007629395,40,2,7,31,31
"xcdre","fl1i2","giu9v",23,42.7000007629395,39,2,12.3800001144409,39,53
"egqpe","py02x","uv5g1",51.9000015258789,NA,52.4000015258789,2,29.5,70,NA
"rxdqe",NA,"fn9y1",22.8999996185303,NA,NA,1,10,NA,NA
"kj41v",NA,NA,NA,NA,NA,1,32,NA,NA
"itkdv","q9s88","qdrgy",19.5,55.9000015258789,52.7999992370605,1,7,37,42
"d1q9p","xrd3d",NA,59,NA,NA,2,46.5,NA,NA
"g11sj","rca4l",NA,53,NA,NA,1,77,NA,NA
"wifiv","bmmsm",NA,54.4000015258789,NA,NA,1,55,NA,NA
"sz18w","ijg92","hm4sw",42,52.2000007629395,47.2999992370605,1,33,50,57.75
"ohh0y","fvt0z","u2n8m",45.9000015258789,47,NA,2,41,NA,77
"z1w4e",NA,NA,17.2000007629395,NA,NA,2,5,NA,NA
"n74po",NA,"ne8a5",50.9000015258789,NA,49.0999984741211,1,22,40,NA
"oh8io","ox6il","d6icy",21,61,45,2,10,31.5,33.5
"i45pl",NA,NA,41.2999992370605,NA,NA,2,55,NA,NA
"los18",NA,"ogln2",54,NA,41,1,51.5,80,NA
"bp7jt",NA,NA,43,NA,NA,2,59,NA,NA
"atk90","tvv3g","grolk",48,46.5,45.9000015258789,2,24,49,57
"hsk5h","qsctc","gdu7r",12.5,NA,50,2,4,22,32
"y9ecs",NA,NA,35.7000007629395,NA,NA,1,15,NA,NA
"kq357",NA,"w90ng",51,NA,45,1,41,65,NA
"ilmq1","rjfo6","jqr5t",8,NA,54,2,0.75,35,NA
"mx8jf","pbqp1","qaf7b",12,63,55,1,3,35,37
"irmb4","j6n8m","uthcs",16,NA,38,1,5,44,NA
"v71cp","udui5","r2g49",25,46,55,1,11,42,56
"chptf",NA,NA,NA,NA,NA,1,26,NA,NA
"wdsp3","h5k73","xf69v",34,53,45.2000007629395,2,25.5,37,47.2000007629395
"j6eup","clwrj","askb7",40.7999992370605,55.0999984741211,44.7000007629395,2,14,50.3300018310547,39
"t38m9",NA,NA,44.5,NA,NA,2,16,NA,NA
"bkvjy",NA,"wknyg",18.7000007629395,NA,NA,1,8,NA,NA
"bgmy4","pndwx","yvtwq",45,NA,39,2,31.5,69,NA
"cfyo6",NA,"z3wo6",26.6000003814697,NA,49,2,8,51.5,NA
"x5ayv","xrd3d","z3wo6",70,NA,49,1,23,51.5,NA
"rdhvo","tvv3g","grolk",57,46.5,45.9000015258789,1,33,49,57
"irv3z",NA,NA,38.7999992370605,NA,NA,2,48,NA,NA
"resy3","wm6tt","tbcqd",53.5999984741211,60,50,1,20,39,50
"vfmzf","ff284","n155c",56.7000007629395,53.2000007629395,NA,1,31,NA,50
"y8dxm","clu7o","r26qx",45,NA,NA,2,64,NA,NA
"zm6nv","tvv3g","grolk",17.2999992370605,46.5,45.9000015258789,2,6.5,49,57
"vasg9",NA,"wknyg",14.1999998092651,NA,NA,1,5,NA,NA
"dvxa5","da2m5","njil3",9,57,39,1,1.5,38.560001373291,37.5
"oj2dx",NA,NA,58.0999984741211,NA,NA,1,45,NA,NA
"e6884","r9hbb","ownfb",40,58.2999992370605,NA,2,15,NA,41
"wu18v",NA,NA,54.7000007629395,NA,NA,1,22.5,NA,NA
"ykp2n","ulj5b","uyvui",14.8999996185303,46,43,2,6.5,33,43
"eeyqr","szjn2","aoeuk",37,47.7000007629395,50.7000007629395,2,39,59,68
"umo8p","fobbb","d63f7",47.5999984741211,NA,NA,2,71,NA,NA
"e66gq","xwq5s","wlbms",15,46,54.4000015258789,1,5,33,28.3500003814697
"xp77e",NA,NA,51.2000007629395,NA,NA,1,41,NA,NA
"kgfo4","kezlt","ahrxo",59.7999992370605,NA,62.2000007629395,1,68,40,NA
"j7fu9","da2m5","njil3",31,57,39,1,14.75,38.560001373291,37.5
"lgeqi","epwqy","yi0rj",45.7999992370605,NA,NA,1,20,NA,NA
"h813g","iv9pi","zw94x",53,NA,42.7999992370605,1,47.2000007629395,65,NA
"zczwy","oxe26","tj1v8",39,NA,43,2,41,60,NA
"gjaf1",NA,"hidwv",58,NA,54,1,22,42.5,NA
"y6ozk",NA,NA,37,NA,NA,1,73,NA,NA
"mf1rz","af079",NA,55.0999984741211,NA,NA,2,30,NA,NA
"dliw4","kfs0n","u3dgy",36.0999984741211,56.9000015258789,45.7999992370605,2,15,51,55
"mbmmh","hlquz","iy120",NA,NA,NA,2,74,NA,NA
"e99xz",NA,"nq7p8",56,NA,NA,1,30,NA,NA
"nf2c2","iv9pi","k4mej",58.2999992370605,NA,39.7000007629395,1,41,62.5,NA
"vdejl",NA,NA,41,NA,NA,1,17,NA,NA
"kbjqm","udui5","r2g49",15,46,55,2,6,42,56
"ebpjy","w8syw","r6qud",60,58.7000007629395,NA,1,50,45,30
"odz3n",NA,"crrt2",40,NA,NA,2,72.5,NA,NA
"tlmhn",NA,"mb1i7",30,NA,41,1,12,29,NA
"w6vg5",NA,NA,NA,NA,NA,2,76,NA,NA
"r8etp","ox6il","d6icy",15,61,45,2,6.30000019073486,31.5,33.5
"fxaan","tvv3g","grolk",51.2999992370605,46.5,45.9000015258789,2,18.5,49,57
"uv6sm","dsfcm","xvl8g",29.2000007629395,NA,NA,1,9,NA,NA
"w09vp",NA,"a7qvt",NA,NA,72,2,0.75,22,NA
"nuoq7","bowdn","yylr7",61,59.7999992370605,49.7000007629395,1,31,63,68
"qy58x",NA,NA,46.4000015258789,NA,NA,2,70,NA,NA
"nmdvx",NA,NA,NA,NA,NA,1,NA,NA,NA
"k43wl","rybra","z689b",36,48,45.5999984741211,2,13,40.5,58
"x8z7w",NA,NA,60.9000015258789,NA,NA,1,47,NA,NA
"i4epz","gctbt","r9fbe",15,51,NA,2,7,NA,31.3500003814697
"jk8d7","xrqk6","eu9p8",47,43,42.5999984741211,1,20.5,46,62
"i4gtz","p26v4","d7f7x",11.6000003814697,47.7999992370605,55.5999984741211,1,3,22,29
"sa8cn","kezlt",NA,38.2000007629395,NA,NA,2,62,NA,NA
"k9det",NA,NA,56.7999992370605,NA,NA,1,26,NA,NA
"d3lh8","pndwx","yvtwq",52,NA,39,2,41,69,NA
"a9c66","d9ccr","r6t9y",46.5,NA,NA,1,57,NA,NA
"yccbg","jc45z","hcjnx",56,NA,NA,1,33,NA,NA
"au55f","up89p","dm9ld",55,NA,41,2,42,75,NA
"rrmc2","pucde","v9d4y",52,NA,NA,1,47,NA,NA
"jdjfr","l40no","pzszn",48,NA,NA,2,26,NA,NA
"jjd6s",NA,NA,39.2999992370605,NA,NA,2,16,NA,NA
"i4zcp","muvwe","kn9e3",52.9000015258789,NA,NA,2,55,NA,NA
"yfobu","c46fx","huukx",37.7999992370605,NA,49,2,23.5,48,NA
"a9fhl",NA,NA,17.2000007629395,NA,NA,2,8,NA,NA
"unof8","uwuft","mb1i7",10,55,41,2,2.75,29,34
"cndj0",NA,NA,NA,NA,NA,1,35,NA,NA
"l3kv2","dbaiw","askb7",51.7000007629395,NA,44.7000007629395,2,19,50.3300018310547,NA
"izd6r",NA,NA,49,NA,NA,1,59,NA,NA
"ldgoo","rbnab","bjqq2",16.7000007629395,60,51.7999992370605,2,7,25.5,31
"qis29","qxau6","yi0rj",54.2000007629395,NA,NA,1,40,NA,NA
"om8jz","q9s88","qdrgy",NA,55.9000015258789,52.7999992370605,2,0.119999997317791,37,42
"pqcid","bbz5w","beq3y",36,NA,NA,2,43,NA,NA
"cd1l1","jwc5c","hysjj",NA,53,48,2,2,24,26
"vz5a2",NA,"d047n",49.9000015258789,NA,38.7000007629395,1,42,66,NA
"vb1jz",NA,"nv1ut",60.0999984741211,NA,41.2999992370605,1,25.2000007629395,55,NA
"qsb31",NA,NA,42.9000015258789,NA,NA,2,22,NA,NA
"zdchq",NA,"p2awk",49.7000007629395,NA,NA,2,63,NA,NA
"rm84w","dbaiw","askb7",40,NA,44.7000007629395,2,31,50.3300018310547,NA
"s38ia","jt37z","z7n61",48,NA,45.9000015258789,1,20,41,NA
"cx8yb","hify0","ne8a5",14.8000001907349,NA,49.0999984741211,2,6.5,40,NA
"ql06s","rrr7x","cr9g7",44,NA,32.2000007629395,2,34,75,NA
"t9w65","idytr","gv4qy",45,46.5,36.5999984741211,1,21.7900009155273,65,81
"e1o4n","t5jgx","b76sk",38.4000015258789,NA,NA,2,27,NA,NA
"gmxbt","pg81n","u3dgy",62,52,45.7999992370605,2,30.5,51,55
"e3dea","t0dee","zbzqj",30,52,40,1,13.1599998474121,31.5,38
"vfzjk","speez","qhm6p",30,39.7000007629395,46,1,12,61,59
"h3xot","im7st","ejh61",39,NA,NA,2,69,NA,NA
"fxra2","udui5","r2g49",36,46,55,2,14.1700000762939,42,56
"aavjj","t0dee","zbzqj",22,52,40,2,10.1800003051758,31.5,38
"bbh52","xrd3d","z3wo6",60.2000007629395,NA,49,2,27,51.5,NA
"liaov","j6n8m","uthcs",52,NA,38,1,22,44,NA
"vug9m","rrr7x","cr9g7",47,NA,32.2000007629395,2,43,75,NA
"t0nyy","gfe4t","xlxip",13,55,48,1,2.75,26,26.3899993896484
"utfn9",NA,NA,55,NA,NA,1,34,NA,NA
"yifqj",NA,NA,40,NA,NA,2,80,NA,NA
"l6ncc","j6n8m","uthcs",47,NA,38,1,17,44,NA
